atc_index,atc_code
1715,C07AA
1716,C07AA01
1717,C07AA01
1718,C07AA02
1719,C07AA02
1720,C07AA03
1721,C07AA03
1722,C07AA05
1723,C07AA05
1724,C07AA06
1725,C07AA06
1726,C07AA07
1727,C07AA07
1728,C07AA12
1729,C07AA14
1730,C07AA15
1731,C07AA16
1732,C07AA17
1733,C07AA19
1734,C07AA23
1735,C07AA27
1736,C07AB
1737,C07AB01
1738,C07AB01
1739,C07AB02
1740,C07AB02
1741,C07AB03
1742,C07AB03
1743,C07AB04
1744,C07AB04
1745,C07AB05
1746,C07AB06
1747,C07AB07
1748,C07AB08
1749,C07AB09
1750,C07AB10
1751,C07AB11
1752,C07AB12
1753,C07AB13
1754,C07AB14
1755,C07AG
1756,C07AG01
1757,C07AG01
1758,C07AG02
1759,C07B
1760,C07BA
1761,C07BA02
1762,C07BA05
1763,C07BA06
1764,C07BA07
1765,C07BA12
1766,C07BA68
1767,C07BB
1768,C07BB02
1769,C07BB03
1770,C07BB04
1771,C07BB06
1772,C07BB07
1773,C07BB12
1774,C07BB52
1775,C07BG
1776,C07BG01
1777,C07C
1778,C07CA
1779,C07CA02
1780,C07CA03
1781,C07CA17
1782,C07CA23
1783,C07CB
1784,C07CB02
1785,C07CB03
1786,C07CB53
1787,C07CG
1788,C07CG01
1789,C07D
1790,C07DA
1791,C07DA06
1792,C07DB
1793,C07DB01
1794,C07E
1795,C07EA
1796,C07EB
1797,C07F
1798,C07FB
1799,C07FB02
1800,C07FB03
1801,C07FB07
1802,C07FB12
1803,C07FB13
1804,C07FX
1805,C07FX01
1806,C07FX02
1807,C07FX03
1808,C07FX04
1809,C07FX05
1810,C07FX06
1811,C08
1812,C08C
1813,C08CA
1814,C08CA01
1815,C08CA02
1816,C08CA03
1817,C08CA03
1818,C08CA04
1819,C08CA04
1820,C08CA05
1821,C08CA05
1822,C08CA06
1823,C08CA06
1824,C08CA07
1825,C08CA08
1826,C08CA09
1827,C08CA10
1828,C08CA11
1829,C08CA12
1830,C08CA13
1831,C08CA14
1832,C08CA15
1833,C08CA16
1834,C08CA51
1835,C08CA55
1836,C08CX
1837,C08CX01
1838,C08D
1839,C08DA
1840,C08DA01
1841,C08DA01
1842,C08DA02
1843,C08DA51
1844,C08DB
1845,C08DB01
1846,C08E
1847,C08EA
1848,C08EA01
1849,C08EA02
1850,C08EX
1851,C08EX01
1852,C08EX02
1853,C08G
1854,C08GA
1855,C08GA01
1856,C08GA02
1857,C09
1858,C09A
1859,C09AA
1860,C09AA01
1861,C09AA02
1862,C09AA02
1863,C09AA03
1864,C09AA04
1865,C09AA05
1866,C09AA06
1867,C09AA06
1868,C09AA07
1869,C09AA08
1870,C09AA09
1871,C09AA10
1872,C09AA11
1873,C09AA12
1874,C09AA13
1875,C09AA14
1876,C09AA15
1877,C09AA16
1878,C09B
1879,C09BA
1880,C09BA01
1881,C09BA02
1882,C09BA03
1883,C09BA04
1884,C09BA05
1885,C09BA06
1886,C09BA07
1887,C09BA08
1888,C09BA09
1889,C09BA12
1890,C09BA13
1891,C09BA15
1892,C09BB
1893,C09BB02
1894,C09BB03
1895,C09BB04
1896,C09BB05
1897,C09BB06
1898,C09BB07
1899,C09BB10
1900,C09BB12
1901,C09BX
1902,C09BX01
1903,C09BX02
1904,C09BX03
1905,C09BX04
1906,C09BX05
1907,C09C
1908,C09CA
1909,C09CA01
1910,C09CA02
1911,C09CA03
1912,C09CA04
1913,C09CA05
1914,C09CA06
1915,C09CA07
1916,C09CA08
1917,C09CA09
1918,C09CA10
1919,C09D
1920,C09DA
1921,C09DA01
1922,C09DA02
1923,C09DA03
1924,C09DA04
1925,C09DA06
1926,C09DA07
1927,C09DA08
1928,C09DA09
1929,C09DA10
1930,C09DB
1931,C09DB01
1932,C09DB02
1933,C09DB04
1934,C09DB05
1935,C09DB06
1936,C09DB07
1937,C09DB08
1938,C09DB09
1939,C09DX
1940,C09DX01
1941,C09DX02
1942,C09DX03
1943,C09DX04
1944,C09DX05
1945,C09DX06
1946,C09DX07
1947,C09X
1948,C09XA
1949,C09XA01
1950,C09XA02
1951,C09XA52
1952,C09XA53
1953,C09XA54
1954,C10
1955,C10A
1956,C10AA
1957,C10AA01
1958,C10AA02
1959,C10AA03
1960,C10AA04
1961,C10AA05
1962,C10AA06
1963,C10AA07
1964,C10AA08
1965,C10AB
1966,C10AB01
1967,C10AB02
1968,C10AB03
1969,C10AB04
1970,C10AB05
1971,C10AB06
1972,C10AB07
1973,C10AB08
1974,C10AB09
1975,C10AB10
1976,C10AB11
1977,C10AC
1978,C10AC01
1979,C10AC02
1980,C10AC03
1981,C10AC04
1982,C10AD
1983,C10AD01
1984,C10AD02
1985,C10AD03
1986,C10AD04
1987,C10AD05
1988,C10AD06
1989,C10AD52
1990,C10AX
1991,C10AX01
1992,C10AX02
1993,C10AX03
1994,C10AX05
1995,C10AX06
1996,C10AX07
1997,C10AX08
1998,C10AX09
1999,C10AX10
2000,C10AX11
2001,C10AX12
2002,C10AX13
2003,C10AX14
2004,C10AX15
2005,C10AX16
2006,C10B
2007,C10BA
2008,C10BA01
2009,C10BA02
2010,C10BA03
2011,C10BA04
2012,C10BA05
2013,C10BA06
2014,C10BA07
2015,C10BA08
2016,C10BA09
2017,C10BA10
2018,C10BX
2019,C10BX01
2020,C10BX02
2021,C10BX03
2022,C10BX04
2023,C10BX05
2024,C10BX06
2025,C10BX07
2026,C10BX08
2027,C10BX09
2028,C10BX10
2029,C10BX11
2030,C10BX12
2031,C10BX13
2032,C10BX14
2033,C10BX15
2034,C10BX16
2035,C10BX17
2036,C10BX18
2037,D
2038,D01
2039,D01A
2040,D01AA
2041,D01AA01
2042,D01AA02
2043,D01AA03
2044,D01AA04
2045,D01AA06
2046,D01AA07
2047,D01AA08
2048,D01AA20
2049,D01AC
2050,D01AC01
2051,D01AC02
2052,D01AC03
2053,D01AC04
2054,D01AC05
2055,D01AC06
2056,D01AC07
2057,D01AC08
2058,D01AC09
2059,D01AC10
2060,D01AC11
2061,D01AC12
2062,D01AC13
2063,D01AC14
2064,D01AC15
2065,D01AC16
2066,D01AC17
2067,D01AC18
2068,D01AC19
2069,D01AC20
2070,D01AC52
2071,D01AC60
2072,D01AE
2073,D01AE01
2074,D01AE02
2075,D01AE03
2076,D01AE04
2077,D01AE05
2078,D01AE06
2079,D01AE07
2080,D01AE08
2081,D01AE09
2082,D01AE10
2083,D01AE11
2084,D01AE12
2085,D01AE13
2086,D01AE14
2087,D01AE15
2088,D01AE16
2089,D01AE17
2090,D01AE18
2091,D01AE19
2092,D01AE20
2093,D01AE21
2094,D01AE22
2095,D01AE23
2096,D01AE24
2097,D01AE54
2098,D01B
2099,D01BA
2100,D01BA01
2101,D01BA02
2102,D01BA03
2103,D02
2104,D02A
2105,D02AA
2106,D02AB
2107,D02AC
2108,D02AD
2109,D02AE
2110,D02AE01
2111,D02AE51
2112,D02AF
2113,D02AX
2114,D02B
2115,D02BA
2116,D02BA01
2117,D02BA02
2118,D02BB
2119,D02BB01
2120,D02BB02
2121,D03
2122,D03A
2123,D03AA
2124,D03AX
2125,D03AX01
2126,D03AX02
2127,D03AX03
2128,D03AX04
2129,D03AX05
2130,D03AX06
2131,D03AX09
2132,D03AX10
2133,D03AX11
2134,D03AX12
2135,D03AX13
2136,D03AX14
2137,D03B
2138,D03BA
2139,D03BA01
2140,D03BA02
2141,D03BA03
2142,D03BA52
2143,D04
2144,D04A
2145,D04AA
2146,D04AA01
2147,D04AA02
2148,D04AA03
2149,D04AA04
2150,D04AA09
2151,D04AA10
2152,D04AA12
2153,D04AA13
2154,D04AA14
2155,D04AA15
2156,D04AA16
2157,D04AA22
2158,D04AA32
2159,D04AA33
2160,D04AA34
2161,D04AB
2162,D04AB01
2163,D04AB02
2164,D04AB03
2165,D04AB04
2166,D04AB05
2167,D04AB06
2168,D04AB07
2169,D04AX
2170,D04AX01
2171,D05
2172,D05A
2173,D05AA
2174,D05AC
2175,D05AC01
2176,D05AC51
2177,D05AD
2178,D05AD01
2179,D05AD02
2180,D05AX
2181,D05AX01
2182,D05AX02
2183,D05AX03
2184,D05AX04
2185,D05AX05
2186,D05AX52
2187,D05AX55
2188,D05B
2189,D05BA
2190,D05BA01
2191,D05BA02
2192,D05BA03
2193,D05BB
2194,D05BB01
2195,D05BB02
2196,D05BX
2197,D05BX51
2198,D06
2199,D06A
2200,D06AA
2201,D06AA01
2202,D06AA02
2203,D06AA03
2204,D06AA04
2205,D06AX
2206,D06AX01
2207,D06AX02
2208,D06AX04
2209,D06AX05
2210,D06AX07
2211,D06AX08
2212,D06AX09
2213,D06AX10
2214,D06AX11
2215,D06AX12
2216,D06AX13
2217,D06AX14
2218,D06AX15
2219,D06B
2220,D06BA
2221,D06BA01
2222,D06BA02
2223,D06BA03
2224,D06BA04
2225,D06BA05
2226,D06BA06
2227,D06BA51
2228,D06BB
2229,D06BB01
2230,D06BB02
2231,D06BB03
2232,D06BB04
2233,D06BB05
2234,D06BB06
2235,D06BB07
2236,D06BB08
2237,D06BB09
2238,D06BB10
2239,D06BB11
2240,D06BB12
2241,D06BB53
2242,D06BX
2243,D06BX01
2244,D06BX02
2245,D06BX03
2246,D06C
2247,D07
2248,D07A
2249,D07AA
2250,D07AA01
2251,D07AA02
2252,D07AA03
2253,D07AB
2254,D07AB01
2255,D07AB02
2256,D07AB03
2257,D07AB04
2258,D07AB05
2259,D07AB06
2260,D07AB07
2261,D07AB08
2262,D07AB09
2263,D07AB10
2264,D07AB11
2265,D07AB19
2266,D07AB21
2267,D07AB30
2268,D07AC
2269,D07AC01
2270,D07AC02
2271,D07AC03
2272,D07AC04
2273,D07AC05
2274,D07AC06
2275,D07AC07
2276,D07AC08
2277,D07AC09
2278,D07AC10
2279,D07AC11
2280,D07AC12
2281,D07AC13
2282,D07AC14
2283,D07AC15
2284,D07AC16
2285,D07AC17
2286,D07AC18
2287,D07AC19
2288,D07AC21
2289,D07AD
2290,D07AD01
2291,D07AD02
2292,D07B
2293,D07BA
2294,D07BA01
2295,D07BA04
2296,D07BB
2297,D07BB01
2298,D07BB02
2299,D07BB03
2300,D07BB04
2301,D07BC
2302,D07BC01
2303,D07BC02
2304,D07BC03
2305,D07BC04
2306,D07BD
2307,D07C
2308,D07CA
2309,D07CA01
2310,D07CA02
2311,D07CA03
2312,D07CB
2313,D07CB01
2314,D07CB02
2315,D07CB03
2316,D07CB04
2317,D07CB05
2318,D07CC
2319,D07CC01
2320,D07CC02
2321,D07CC03
2322,D07CC04
2323,D07CC05
2324,D07CC06
2325,D07CD
2326,D07CD01
2327,D07X
2328,D07XA
2329,D07XA01
2330,D07XA02
2331,D07XB
2332,D07XB01
2333,D07XB02
2334,D07XB03
2335,D07XB04
2336,D07XB05
2337,D07XB30
2338,D07XC
2339,D07XC01
2340,D07XC02
2341,D07XC03
2342,D07XC04
2343,D07XC05
2344,D07XD
2345,D08
2346,D08A
2347,D08AA
2348,D08AA01
2349,D08AA02
2350,D08AA03
2351,D08AB
2352,D08AC
2353,D08AC01
2354,D08AC02
2355,D08AC03
2356,D08AC04
2357,D08AC05
2358,D08AC52
2359,D08AD
2360,D08AE
2361,D08AE01
2362,D08AE02
2363,D08AE03
2364,D08AE04
2365,D08AE05
2366,D08AE06
2367,D08AF
2368,D08AF01
2369,D08AG
2370,D08AG01
2371,D08AG02
2372,D08AG03
2373,D08AG04
2374,D08AH
2375,D08AH01
2376,D08AH02
2377,D08AH03
2378,D08AH30
2379,D08AJ
2380,D08AJ01
2381,D08AJ02
2382,D08AJ03
2383,D08AJ04
2384,D08AJ05
2385,D08AJ06
2386,D08AJ08
2387,D08AJ10
2388,D08AJ57
2389,D08AJ58
2390,D08AJ59
2391,D08AK
2392,D08AK01
2393,D08AK02
2394,D08AK03
2395,D08AK04
2396,D08AK05
2397,D08AK06
2398,D08AK30
2399,D08AL
2400,D08AL01
2401,D08AL30
2402,D08AX
2403,D08AX01
2404,D08AX02
2405,D08AX03
2406,D08AX04
2407,D08AX05
2408,D08AX06
2409,D08AX07
2410,D08AX08
2411,D08AX53
2412,D09
2413,D09A
2414,D09AA
2415,D09AA01
2416,D09AA02
2417,D09AA03
2418,D09AA04
2419,D09AA05
2420,D09AA06
2421,D09AA07
2422,D09AA08
2423,D09AA09
2424,D09AA10
2425,D09AA11
2426,D09AA12
2427,D09AA13
2428,D09AB
2429,D09AB01
2430,D09AB02
2431,D09AX
2432,D10
2433,D10A
2434,D10AA
2435,D10AA01
2436,D10AA02
2437,D10AA03
2438,D10AB
2439,D10AB01
2440,D10AB02
2441,D10AB03
2442,D10AB05
2443,D10AD
2444,D10AD01
2445,D10AD02
2446,D10AD03
2447,D10AD04
2448,D10AD05
2449,D10AD06
2450,D10AD51
2451,D10AD53
2452,D10AD54
2453,D10AE
2454,D10AE01
2455,D10AE51
2456,D10AF
2457,D10AF01
2458,D10AF02
2459,D10AF03
2460,D10AF04
2461,D10AF05
2462,D10AF06
2463,D10AF07
2464,D10AF51
2465,D10AF52
2466,D10AX
2467,D10AX01
2468,D10AX02
2469,D10AX03
2470,D10AX04
2471,D10AX05
2472,D10AX30
2473,D10B
2474,D10BA
2475,D10BA01
2476,D10BX
2477,D10BX01
2478,D11
2479,D11A
2480,D11AA
2481,D11AA01
2482,D11AC
2483,D11AC01
2484,D11AC02
2485,D11AC03
2486,D11AC06
2487,D11AC08
2488,D11AC09
2489,D11AC30
2490,D11AE
2491,D11AE01
2492,D11AF
2493,D11AH
2494,D11AH01
2495,D11AH02
2496,D11AH03
2497,D11AH04
2498,D11AH05
2499,D11AH06
2500,D11AH07
2501,D11AX
2502,D11AX01
2503,D11AX02
2504,D11AX03
2505,D11AX04
2506,D11AX05
2507,D11AX06
2508,D11AX08
2509,D11AX09
2510,D11AX10
2511,D11AX11
2512,D11AX12
2513,D11AX13
2514,D11AX16
2515,D11AX18
2516,D11AX21
2517,D11AX22
2518,D11AX23
2519,D11AX24
2520,D11AX25
2521,D11AX26
2522,D11AX52
2523,D11AX57
2524,G
2525,G01
2526,G01A
2527,G01AA
2528,G01AA01
2529,G01AA02
2530,G01AA03
2531,G01AA04
2532,G01AA05
2533,G01AA06
2534,G01AA07
2535,G01AA08
2536,G01AA09
2537,G01AA10
2538,G01AA11
2539,G01AA51
2540,G01AB
2541,G01AB01
2542,G01AC
2543,G01AC01
2544,G01AC02
2545,G01AC03
2546,G01AC05
2547,G01AC06
2548,G01AC30
2549,G01AD
2550,G01AD01
2551,G01AD02
2552,G01AD03
2553,G01AE
2554,G01AE01
2555,G01AE10
2556,G01AF
2557,G01AF01
2558,G01AF02
2559,G01AF04
2560,G01AF05
2561,G01AF06
2562,G01AF07
2563,G01AF08
2564,G01AF11
2565,G01AF12
2566,G01AF13
2567,G01AF14
2568,G01AF15
2569,G01AF16
2570,G01AF17
2571,G01AF18
2572,G01AF19
2573,G01AF20
2574,G01AF55
2575,G01AG
2576,G01AG02
2577,G01AX
2578,G01AX01
2579,G01AX02
2580,G01AX03
2581,G01AX05
2582,G01AX05
2583,G01AX06
2584,G01AX09
2585,G01AX11
2586,G01AX12
2587,G01AX13
2588,G01AX14
2589,G01AX15
2590,G01AX16
2591,G01AX17
2592,G01AX66
2593,G01B
2594,G01BA
2595,G01BC
2596,G01BD
2597,G01BE
2598,G01BF
2599,G02
2600,G02A
2601,G02AB
2602,G02AB01
2603,G02AB01
2604,G02AB02
2605,G02AB03
2606,G02AB03
2607,G02AC
2608,G02AC01
2609,G02AD
2610,G02AD01
2611,G02AD02
2612,G02AD02
2613,G02AD03
2614,G02AD04
2615,G02AD05
2616,G02AD06
2617,G02AD06
2618,G02AX
2619,G02B
2620,G02BA
2621,G02BA01
2622,G02BA02
2623,G02BA03
2624,G02BB
2625,G02BB01
2626,G02BB02
2627,G02C
2628,G02CA
2629,G02CA01
2630,G02CA01
2631,G02CA02
2632,G02CA03
2633,G02CB
2634,G02CB01
2635,G02CB01
2636,G02CB02
2637,G02CB03
2638,G02CB04
2639,G02CB05
2640,G02CB06
2641,G02CC
2642,G02CC01
2643,G02CC02
2644,G02CC03
2645,G02CC04
2646,G02CX
2647,G02CX01
2648,G02CX02
2649,G02CX03
2650,G02CX04
2651,G02CX05
2652,G03
2653,G03A
2654,G03AA
2655,G03AA01
2656,G03AA02
2657,G03AA03
2658,G03AA04
2659,G03AA05
2660,G03AA06
2661,G03AA07
2662,G03AA08
2663,G03AA09
2664,G03AA10
2665,G03AA11
2666,G03AA12
2667,G03AA13
2668,G03AA14
2669,G03AA15
2670,G03AA16
2671,G03AA17
2672,G03AA18
2673,G03AB
2674,G03AB01
2675,G03AB02
2676,G03AB03
2677,G03AB04
2678,G03AB05
2679,G03AB06
2680,G03AB07
2681,G03AB08
2682,G03AB09
2683,G03AC
2684,G03AC01
2685,G03AC02
2686,G03AC03
2687,G03AC04
2688,G03AC05
2689,G03AC06
2690,G03AC07
2691,G03AC08
2692,G03AC09
2693,G03AC10
2694,G03AD
2695,G03AD01
2696,G03AD02
2697,G03B
2698,G03BA
2699,G03BA01
2700,G03BA02
2701,G03BA03
2702,G03BA03
2703,G03BA03
2704,G03BA03
2705,G03BA03
2706,G03BA03
2707,G03BB
2708,G03BB01
2709,G03BB02
2710,G03C
2711,G03CA
2712,G03CA01
2713,G03CA03
2714,G03CA03
2715,G03CA03
2716,G03CA03
2717,G03CA03
2718,G03CA03
2719,G03CA03
2720,G03CA03
2721,G03CA03
2722,G03CA03
2723,G03CA04
2724,G03CA04
2725,G03CA04
2726,G03CA06
2727,G03CA07
2728,G03CA09
2729,G03CA53
2730,G03CA57
2731,G03CA57
2732,G03CB
2733,G03CB01
2734,G03CB01
2735,G03CB02
2736,G03CB02
2737,G03CB03
2738,G03CB04
2739,G03CC
2740,G03CC02
2741,G03CC03
2742,G03CC04
2743,G03CC05
2744,G03CC06
2745,G03CC07
2746,G03CX
2747,G03CX01
2748,G03D
2749,G03DA
2750,G03DA01
2751,G03DA02
2752,G03DA02
2753,G03DA03
2754,G03DA04
2755,G03DA04
2756,G03DA04
2757,G03DA04
2758,G03DB
2759,G03DB01
2760,G03DB02
2761,G03DB03
2762,G03DB04
2763,G03DB05
2764,G03DB06
2765,G03DB07
2766,G03DB08
2767,G03DC
2768,G03DC01
2769,G03DC02
2770,G03DC03
2771,G03DC04
2772,G03DC06
2773,G03DC31
2774,G03E
2775,G03EA
2776,G03EA01
2777,G03EA02
2778,G03EA03
2779,G03EB
2780,G03EK
2781,G03EK01
2782,G03F
2783,G03FA
2784,G03FA01
2785,G03FA02
2786,G03FA03
2787,G03FA04
2788,G03FA05
2789,G03FA06
2790,G03FA07
2791,G03FA08
2792,G03FA09
2793,G03FA10
2794,G03FA11
2795,G03FA12
2796,G03FA13
2797,G03FA14
2798,G03FA15
2799,G03FA16
2800,G03FA17
2801,G03FB
2802,G03FB01
2803,G03FB02
2804,G03FB03
2805,G03FB04
2806,G03FB05
2807,G03FB06
2808,G03FB07
2809,G03FB08
2810,G03FB09
2811,G03FB10
2812,G03FB11
2813,G03FB12
2814,G03G
2815,G03GA
2816,G03GA01
2817,G03GA02
2818,G03GA03
2819,G03GA04
2820,G03GA05
2821,G03GA06
2822,G03GA07
2823,G03GA08
2824,G03GA09
2825,G03GA10
2826,G03GA30
2827,G03GB
2828,G03GB01
2829,G03GB02
2830,G03GB03
2831,G03H
2832,G03HA
2833,G03HA01
2834,G03HA01
2835,G03HB
2836,G03HB01
2837,G03X
2838,G03XA
2839,G03XA01
2840,G03XA02
2841,G03XB
2842,G03XB01
2843,G03XB02
2844,G03XB51
2845,G03XC
2846,G03XC01
2847,G03XC02
2848,G03XC03
2849,G03XC04
2850,G03XC05
2851,G03XX
2852,G03XX01
2853,G04
2854,G04B
2855,G04BA
2856,G04BA01
2857,G04BA03
2858,G04BC
2859,G04BD
2860,G04BD01
2861,G04BD01
2862,G04BD02
2863,G04BD03
2864,G04BD04
2865,G04BD04
2866,G04BD05
2867,G04BD06
2868,G04BD07
2869,G04BD08
2870,G04BD09
2871,G04BD10
2872,G04BD11
2873,G04BD12
2874,G04BD13
2875,G04BE
2876,G04BE01
2877,G04BE01
2878,G04BE02
2879,G04BE03
2880,G04BE04
2881,G04BE06
2882,G04BE07
2883,G04BE08
2884,G04BE09
2885,G04BE10
2886,G04BE11
2887,G04BE30
2888,G04BE52
2889,G04BX
2890,G04BX01
2891,G04BX03
2892,G04BX06
2893,G04BX10
2894,G04BX11
2895,G04BX12
2896,G04BX13
2897,G04BX14
2898,G04BX15
2899,G04BX16
2900,G04C
2901,G04CA
2902,G04CA01
2903,G04CA02
2904,G04CA03
2905,G04CA04
2906,G04CA51
2907,G04CA52
2908,G04CA53
2909,G04CA54
2910,G04CB
2911,G04CB01
2912,G04CB02
2913,G04CX
2914,G04CX01
2915,G04CX02
2916,G04CX03
2917,G04CX04
2918,H
2919,H01
2920,H01A
2921,H01AA
2922,H01AA01
2923,H01AA02
2924,H01AB
2925,H01AB01
2926,H01AC
2927,H01AC01
2928,H01AC02
2929,H01AC03
2930,H01AC04
2931,H01AC05
2932,H01AC06
2933,H01AC07
2934,H01AX
2935,H01AX01
2936,H01B
2937,H01BA
2938,H01BA01
2939,H01BA02
2940,H01BA02
2941,H01BA02
2942,H01BA02
2943,H01BA03
2944,H01BA03
2945,H01BA04
2946,H01BA05
2947,H01BB
2948,H01BB01
2949,H01BB02
2950,H01BB02
2951,H01BB02
2952,H01BB03
2953,H01C
2954,H01CA
2955,H01CA01
2956,H01CA02
2957,H01CB
2958,H01CB01
2959,H01CB02
2960,H01CB03
2961,H01CB04
2962,H01CB05
2963,H01CC
2964,H01CC01
2965,H01CC02
2966,H01CC03
2967,H01CC54
2968,H02
2969,H02A
2970,H02AA
2971,H02AA01
2972,H02AA02
2973,H02AA03
2974,H02AA03
2975,H02AB
2976,H02AB01
2977,H02AB01
2978,H02AB01
2979,H02AB02
2980,H02AB02
2981,H02AB03
2982,H02AB04
2983,H02AB04
2984,H02AB05
2985,H02AB05
2986,H02AB06
2987,H02AB06
2988,H02AB07
2989,H02AB08
2990,H02AB08
2991,H02AB09
2992,H02AB09
2993,H02AB10
2994,H02AB10
2995,H02AB11
2996,H02AB12
2997,H02AB13
2998,H02AB14
2999,H02AB15
3000,H02AB17
3001,H02B
3002,H02BX
3003,H02BX01
3004,H02C
3005,H02CA
3006,H02CA01
3007,H02CA02
3008,H02CA03
3009,H03
3010,H03A
3011,H03AA
3012,H03AA01
3013,H03AA01
3014,H03AA02
3015,H03AA02
3016,H03AA03
3017,H03AA04
3018,H03AA05
3019,H03B
3020,H03BA
3021,H03BA01
3022,H03BA02
3023,H03BA03
3024,H03BB
3025,H03BB01
3026,H03BB02
3027,H03BB52
3028,H03BC
3029,H03BC01
3030,H03BX
3031,H03BX01
3032,H03BX02
3033,H03C
3034,H03CA
3035,H03CA
3036,H04
3037,H04A
3038,H04AA
3039,H04AA01
3040,H04AA01
3041,H05
3042,H05A
3043,H05AA
3044,H05AA01
3045,H05AA02
3046,H05AA03
3047,H05AA04
3048,H05B
3049,H05BA
3050,H05BA01
3051,H05BA01
3052,H05BA02
3053,H05BA03
3054,H05BA04
3055,H05BX
3056,H05BX01
3057,H05BX02
3058,H05BX02
3059,H05BX03
3060,H05BX04
3061,H05BX05
3062,J
3063,J01
3064,J01A
3065,J01AA
3066,J01AA01
3067,J01AA02
3068,J01AA02
3069,J01AA03
3070,J01AA04
3071,J01AA04
3072,J01AA05
3073,J01AA06
3074,J01AA06
3075,J01AA07
3076,J01AA07
3077,J01AA08
3078,J01AA08
3079,J01AA09
3080,J01AA10
3081,J01AA11
3082,J01AA12
3083,J01AA13
3084,J01AA14
3085,J01AA15
3086,J01AA15
3087,J01AA20
3088,J01AA56
3089,J01B
3090,J01BA
3091,J01BA01
3092,J01BA01
3093,J01BA02
3094,J01BA02
3095,J01BA52
3096,J01C
3097,J01CA
3098,J01CA01
3099,J01CA01
3100,J01CA01
3101,J01CA02
3102,J01CA03
3103,J01CA04
3104,J01CA04
3105,J01CA05
3106,J01CA06
3107,J01CA07
3108,J01CA07
3109,J01CA08
3110,J01CA09
3111,J01CA10
3112,J01CA11
3113,J01CA12
3114,J01CA13
3115,J01CA14
3116,J01CA14
3117,J01CA15
3118,J01CA16
3119,J01CA17
3120,J01CA18
3121,J01CA19
3122,J01CA20
3123,J01CA51
3124,J01CE
3125,J01CE01
3126,J01CE02
3127,J01CE03
3128,J01CE04
3129,J01CE05
3130,J01CE06
3131,J01CE07
3132,J01CE08
3133,J01CE09
3134,J01CE10
3135,J01CE30
3136,J01CF
3137,J01CF01
3138,J01CF01
3139,J01CF02
3140,J01CF02
3141,J01CF03
3142,J01CF04
3143,J01CF04
3144,J01CF05
3145,J01CF05
3146,J01CF06
3147,J01CG
3148,J01CG01
3149,J01CG02
3150,J01CR
3151,J01CR01
3152,J01CR02
3153,J01CR02
3154,J01CR03
3155,J01CR04
3156,J01CR05
3157,J01CR50
3158,J01D
3159,J01DB
3160,J01DB01
3161,J01DB02
3162,J01DB03
3163,J01DB04
3164,J01DB05
3165,J01DB06
3166,J01DB07
3167,J01DB08
3168,J01DB09
3169,J01DB09
3170,J01DB10
3171,J01DB11
3172,J01DB12
3173,J01DC
3174,J01DC01
3175,J01DC02
3176,J01DC02
3177,J01DC03
3178,J01DC04
3179,J01DC05
3180,J01DC06
3181,J01DC07
3182,J01DC07
3183,J01DC08
3184,J01DC09
3185,J01DC10
3186,J01DC11
3187,J01DC12
3188,J01DC13
3189,J01DC14
3190,J01DD
3191,J01DD01
3192,J01DD02
3193,J01DD03
3194,J01DD04
3195,J01DD05
3196,J01DD06
3197,J01DD07
3198,J01DD08
3199,J01DD09
3200,J01DD10
3201,J01DD11
3202,J01DD12
3203,J01DD13
3204,J01DD14
3205,J01DD15
3206,J01DD16
3207,J01DD17
3208,J01DD18
3209,J01DD51
3210,J01DD52
3211,J01DD54
3212,J01DD62
3213,J01DD63
3214,J01DD64
3215,J01DE
3216,J01DE01
3217,J01DE02
3218,J01DE03
3219,J01DF
3220,J01DF01
3221,J01DF01
3222,J01DF02
3223,J01DH
3224,J01DH02
3225,J01DH03
3226,J01DH04
3227,J01DH05
3228,J01DH06
3229,J01DH51
3230,J01DH52
3231,J01DH55
3232,J01DH56
3233,J01DI
3234,J01DI01
3235,J01DI02
3236,J01DI03
3237,J01DI04
3238,J01DI54
3239,J01E
3240,J01EA
3241,J01EA01
3242,J01EA01
3243,J01EA02
3244,J01EA03
3245,J01EB
3246,J01EB01
3247,J01EB01
3248,J01EB02
3249,J01EB03
3250,J01EB04
3251,J01EB05
3252,J01EB05
3253,J01EB06
3254,J01EB07
3255,J01EB08
3256,J01EB20
3257,J01EC
3258,J01EC01
3259,J01EC02
3260,J01EC03
3261,J01EC03
3262,J01EC20
3263,J01ED
3264,J01ED01
3265,J01ED02
3266,J01ED03
3267,J01ED04
3268,J01ED05
3269,J01ED06
3270,J01ED07
3271,J01ED08
3272,J01ED09
3273,J01ED09
3274,J01ED20
3275,J01EE
3276,J01EE01
3277,J01EE02
3278,J01EE03
3279,J01EE04
3280,J01EE05
3281,J01EE06
3282,J01EE07
3283,J01F
3284,J01FA
3285,J01FA01
3286,J01FA01
3287,J01FA01
3288,J01FA02
3289,J01FA03
3290,J01FA03
3291,J01FA05
3292,J01FA06
3293,J01FA07
3294,J01FA08
3295,J01FA09
3296,J01FA09
3297,J01FA10
3298,J01FA10
3299,J01FA11
3300,J01FA12
3301,J01FA13
3302,J01FA14
3303,J01FA15
3304,J01FA16
3305,J01FF
3306,J01FF01
3307,J01FF01
3308,J01FF02
3309,J01FF02
3310,J01FG
3311,J01FG01
3312,J01FG02
3313,J01G
3314,J01GA
3315,J01GA01
3316,J01GA02
3317,J01GB
